id_FallAssessment,id_block_plot_sp_h2o,block,plot,tree,location,sp,h2o,bd_mm,ba_mm2,ba_cm2,ba_m2,ba_m2_m2,ba_m2_ha,ht_cm,status6_live_dead,lbio,agbio,wbio
44PIST,44PISTH,4,4,D4,C,PIST,H,42.98,1450.85,14.51,0.00145085402616,0.00036271350654,3.6271,228,alive,344.40,704.08,359.685471076663
44PIST,44PISTH,4,4,D5,C,PIST,H,50.83,2029.23,20.29,0.00202922926206,0.000507307315515,5.0731,287,alive,506.23,1075.17,568.942061070359
44PIST,44PISTH,4,4,D6,C,PIST,H,39.6,1231.63,12.32,0.001231632864,0.000307908216,3.0791,242,alive,285.35,572.61,287.254280089284
44PIST,44PISTH,4,4,E2,C,PIST,H,55.26,2398.35,23.98,0.00239835053304,0.00059958763326,5.9959,278,alive,613.30,1327.58,714.273754682217
44PIST,44PISTH,4,4,E3,C,PIST,H,35.67,999.30,9.99,0.00099930282606,0.000249825706515,2.4983,200,alive,224.47,439.85,215.383537403572
44PIST,44PISTH,4,4,E4,C,PIST,H,36.55,1049.22,10.49,0.0010492178235,0.000262304455875,2.6230,233,alive,237.39,467.75,230.365380624712
44PIST,44PISTH,4,4,E5,C,PIST,H,32.44,826.52,8.27,0.00082651851744,0.00020662962936,2.0663,115,alive,180.51,346.16,165.651198848241
44PIST,44PISTH,4,4,E6,C,PIST,H,44.67,1567.19,15.67,0.00156719415006,0.000391798537515,3.9180,219,alive,376.29,776.05,399.767914548614
44PIST,44PISTH,4,4,F2,C,PIST,H,35.1,967.62,9.68,0.000967620654,0.0002419051635,2.4191,212,alive,216.31,422.33,206.012333369756
44PIST,44PISTH,4,4,F3,C,PIST,H,43.44,1482.08,14.82,0.00148207618944,0.00037051904736,3.7052,178,alive,352.92,723.25,370.335045641392
44PIST,44PISTH,4,4,F4,C,PIST,H,42.48,1417.29,14.17,0.00141729388416,0.00035432347104,3.5432,265,alive,335.27,683.59,348.328343926582
44PIST,44PISTH,4,4,F5,C,PIST,H,50.81,2027.63,20.28,0.00202763270094,0.000506908175235,5.0691,239,alive,505.77,1074.10,568.332035046704
44PIST,44PISTH,4,4,F6,C,PIST,H,53.58,2254.74,22.55,0.00225473920056,0.00056368480014,5.6368,286,alive,571.33,1228.07,656.738740113323
47BEPA,47BEPAH,4,7,B2,C,BEPA,H,31.88,798.23,7.98,0.00079822903776,0.00019955725944,1.9956,348,alive,152.61,557.05,404.437272161754
47BEPA,47BEPAH,4,7,B3,C,BEPA,H,27.61,598.72,5.99,0.00059871992334,0.000149679980835,1.4968,401,alive,113.60,398.76,285.164255079937
47BEPA,47BEPAH,4,7,B4,C,BEPA,H,9.76,74.82,0.75,7.481531904E-05,1.870382976E-05,0.1870,65,alive,13.43,35.55,22.1190946337385
47BEPA,47BEPAH,4,7,B5,C,BEPA,H,33.39,875.64,8.76,0.00087563625534,0.000218909063835,2.1891,405,alive,167.82,620.32,452.495819978314
47BEPA,47BEPAH,4,7,B6,C,BEPA,H,48.86,1874.99,18.75,0.00187498510584,0.00046874627646,4.6875,495,alive,366.71,1503.05,1136.34299721134
47BEPA,47BEPAH,4,7,C2,C,BEPA,H,24.5,471.44,4.71,0.00047143635,0.0001178590875,1.1786,358,alive,88.88,302.04,213.15691341298
47BEPA,47BEPAH,4,7,C3,C,BEPA,H,33.33,872.49,8.72,0.00087249214206,0.000218123035515,2.1812,381,alive,167.20,617.73,450.526204457023
47BEPA,47BEPAH,4,7,C4,C,BEPA,H,34.5,934.82,9.35,0.00093482235,0.0002337055875,2.3371,460,alive,179.48,669.32,489.838604108538
47BEPA,47BEPAH,4,7,C5,C,BEPA,H,30.98,753.80,7.54,0.00075379581816,0.00018844895454,1.8845,361,alive,143.90,521.17,377.275079849032
47BEPA,47BEPAH,4,7,C6,C,BEPA,H,26.08,534.20,5.34,0.00053420269056,0.00013355067264,1.3355,148,alive,101.05,349.26,248.216868691723
47BEPA,47BEPAH,4,7,D2,C,BEPA,H,28.14,621.93,6.22,0.00062192652984,0.00015548163246,1.5548,397,alive,118.12,416.78,298.663123166253
47BEPA,47BEPAH,4,7,D3,C,BEPA,H,31.17,763.07,7.63,0.00076307021406,0.000190767553515,1.9077,399,alive,145.71,528.63,382.917981180975
47BEPA,47BEPAH,4,7,D4,C,BEPA,H,29.38,677.95,6.78,0.00067794502776,0.00016948625694,1.6949,348,alive,129.05,460.73,331.674784132754
47BEPA,47BEPAH,4,7,D5,C,BEPA,H,35.63,997.06,9.97,0.00099706286526,0.000249265716315,2.4927,365,alive,191.76,721.39,529.633312153024
47BEPA,47BEPAH,4,7,D6,C,BEPA,H,33.96,905.79,9.06,0.00090578736864,0.00022644684216,2.2645,421,alive,173.76,645.22,471.456860452472
47BEPA,47BEPAH,4,7,E2,C,BEPA,H,17.52,241.08,2.41,0.00024107884416,6.026971104E-05,0.6027,193,alive,44.65,138.52,93.8720356401329
47BEPA,47BEPAH,4,7,E3,C,BEPA,H,19.79,307.60,3.08,0.00030759727614,7.6899319035E-05,0.7690,255,alive,57.34,183.87,126.534569301677
47BEPA,47BEPAH,4,7,E4,C,BEPA,H,34.3,924.02,9.24,0.000924015246,0.0002310038115,2.3100,343,alive,177.35,660.33,482.982891725146
47BEPA,47BEPAH,4,7,E5,C,BEPA,H,20.5,330.06,3.30,0.00033006435,8.25160875E-05,0.8252,307,alive,61.64,199.57,137.932332409812
47BEPA,47BEPAH,4,7,E6,C,BEPA,H,41.24,1335.76,13.36,0.00133575931104,0.00033393982776,3.3394,512,alive,258.90,1013.43,754.531788005967
47BEPA,47BEPAH,4,7,F2,C,BEPA,H,33.7,891.97,8.92,0.000891970926,0.0002229927315,2.2299,308,alive,171.04,633.79,462.751841282597
47BEPA,47BEPAH,4,7,F3,C,BEPA,H,25.92,527.67,5.28,0.00052766816256,0.00013191704064,1.3192,288,alive,99.78,344.30,244.524615798139
47BEPA,47BEPAH,4,7,F4,C,BEPA,H,28.28,628.13,6.28,0.00062813024736,0.00015703256184,1.5703,355,alive,119.33,421.62,302.289641270031
47BEPA,47BEPAH,4,7,F5,C,BEPA,H,5.76,26.06,0.26,2.605768704E-05,6.51442176E-06,0.0651,65,alive,4.55,10.43,5.88477899469162
47BEPA,47BEPAH,4,7,F6,C,BEPA,H,34.21,919.17,9.19,0.00091917254814,0.000229793137035,2.2979,423,alive,176.39,656.31,479.916131129935
415LALA,415LALAH,4,15,B2,C,LALA,H,46.57,1703.35,17.03,0.00170334795246,0.000425836988115,4.2584,509,alive,305.46,1143.58,838.120457543485
415LALA,415LALAH,4,15,B3,C,LALA,H,44.5,1555.29,15.55,0.00155528835,0.0003888220875,3.8882,444,alive,276.66,1010.48,733.813801055242
415LALA,415LALAH,4,15,B4,C,LALA,H,27.76,605.24,6.05,0.00060524306304,0.00015131076576,1.5131,374,alive,99.01,279.76,180.748400415031
415LALA,415LALAH,4,15,B5,C,LALA,H,0,0.00,0.00,0,0,0.0000,0,dead,0.00,0.00,0
415LALA,415LALAH,4,15,B6,C,LALA,H,47.42,1766.09,17.66,0.00176609473656,0.00044152368414,4.4152,539,alive,317.73,1201.28,883.550562733004
415LALA,415LALAH,4,15,C2,C,LALA,H,31.92,800.23,8.00,0.00080023337856,0.00020005834464,2.0006,439,alive,134.19,409.09,274.89986653747
415LALA,415LALAH,4,15,C3,C,LALA,H,35.23,974.80,9.75,0.00097480148766,0.000243700371915,2.4370,448,alive,166.36,535.10,368.746728952162
415LALA,415LALAH,4,15,C4,C,LALA,H,44.7,1569.30,15.69,0.001569299886,0.0003923249715,3.9232,484,alive,279.38,1022.88,743.506411241524
415LALA,415LALAH,4,15,C5,C,LALA,H,32.41,824.99,8.25,0.00082499052174,0.000206247630435,2.0625,395,alive,138.72,426.41,287.690964635822
415LALA,415LALAH,4,15,C6,C,LALA,H,48.09,1816.35,18.16,0.00181635381774,0.000454088454435,4.5409,540,alive,327.58,1248.03,920.44900189215
415LALA,415LALAH,4,15,D2,C,LALA,H,38.04,1136.51,11.37,0.00113650647264,0.00028412661816,2.8413,492,alive,196.61,659.38,462.771347819047
415LALA,415LALAH,4,15,D3,C,LALA,H,52.92,2199.53,22.00,0.00219953343456,0.00054988335864,5.4988,503,alive,403.49,1619.37,1215.87549340572
415LALA,415LALAH,4,15,D4,C,LALA,H,34.82,952.24,9.52,0.00095224440696,0.00023806110174,2.3806,459,alive,162.17,518.32,356.155103285637
415LALA,415LALAH,4,15,D5,C,LALA,H,46.13,1671.31,16.71,0.00167131305726,0.000417828264315,4.1783,501,alive,299.21,1114.41,815.203726242156
415LALA,415LALAH,4,15,D6,C,LALA,H,35.69,1000.42,10.00,0.00100042374894,0.000250105937235,2.5011,489,alive,171.12,554.33,383.209453458864
415LALA,415LALAH,4,15,E2,C,LALA,H,53.96,2286.83,22.87,0.00228683472864,0.00057170868216,5.7171,490,alive,420.96,1707.45,1286.48989627275
415LALA,415LALAH,4,15,E3,C,LALA,H,29.05,662.80,6.63,0.0006628010235,0.000165700255875,1.6570,392,alive,109.30,316.57,207.265645799623
415LALA,415LALAH,4,15,E4,C,LALA,H,35.26,976.46,9.76,0.00097646237304,0.00024411559326,2.4412,452,alive,166.66,536.34,369.679097039833
415LALA,415LALAH,4,15,E5,C,LALA,H,37.36,1096.24,10.96,0.00109623744384,0.00027405936096,2.7406,479,alive,189.04,627.80,438.757217603523
415LALA,415LALAH,4,15,E6,C,LALA,H,21.52,363.73,3.64,0.00036372690816,9.093172704E-05,0.9093,194,alive,56.87,139.91,83.0392966784723
415LALA,415LALAH,4,15,F2,C,LALA,H,34.8,951.15,9.51,0.000951150816,0.000237787704,2.3779,390,alive,161.97,517.51,355.548037440262
415LALA,415LALAH,4,15,F3,C,LALA,H,41.98,1384.13,13.84,0.00138412644216,0.00034603161054,3.4603,486,alive,243.68,862.23,618.553086861562
415LALA,415LALAH,4,15,F4,C,LALA,H,45.55,1629.55,16.30,0.0016295498835,0.000407387470875,4.0739,481,alive,291.07,1076.69,785.61389915606
415LALA,415LALAH,4,15,F5,C,LALA,H,53.43,2242.13,22.42,0.00224213235246,0.000560533088115,5.6053,519,alive,412.01,1662.19,1250.18502280325
415LALA,415LALAH,4,15,F6,C,LALA,H,40.62,1295.90,12.96,0.00129589774776,0.00032397443694,3.2397,468,alive,226.82,788.31,561.49956776613
424ACSA,424ACSAH,4,24,B2,C,ACSA,H,26.82,564.95,5.65,0.00056494795896,0.00014123698974,1.4124,179,alive,132.25,375.24,242.990611413029
424ACSA,424ACSAH,4,24,B3,C,ACSA,H,5.8,26.42,0.26,2.6420856E-05,6.605214E-06,0.0661,52,alive,3.83,4.60,0.766526395200832
424ACSA,424ACSAH,4,24,B4,C,ACSA,H,30.7,740.23,7.40,0.000740231646,0.0001850579115,1.8506,244,alive,180.75,553.32,372.569272123743
424ACSA,424ACSAH,4,24,B5,C,ACSA,H,12.18,116.52,1.17,0.00011651597496,2.912899374E-05,0.2913,119,alive,21.31,38.81,17.4943750031245
424ACSA,424ACSAH,4,24,B6,C,ACSA,H,29.3,674.26,6.74,0.000674258046,0.0001685645115,1.6856,221,alive,162.26,483.85,321.591306119871
424ACSA,424ACSAH,4,24,C2,C,ACSA,H,22.37,393.03,3.93,0.00039302743326,9.8256858315E-05,0.9826,161,alive,86.93,222.75,135.82011293947
424ACSA,424ACSAH,4,24,C3,C,ACSA,H,27.45,591.80,5.92,0.0005918008635,0.000147950215875,1.4795,236,alive,139.54,401.14,261.593662320089
424ACSA,424ACSAH,4,24,C4,C,ACSA,H,25.95,528.89,5.29,0.0005288903235,0.000132222580875,1.3222,233,alive,122.54,341.31,218.766085738194
424ACSA,424ACSAH,4,24,C5,C,ACSA,H,35.71,1001.55,10.02,0.00100154530014,0.000250386325035,2.5039,257,alive,256.39,854.45,598.061974697125
424ACSA,424ACSAH,4,24,C6,C,ACSA,H,18.39,265.62,2.66,0.00026561607534,6.6404018835E-05,0.6640,132,alive,55.26,126.84,71.5771062315513
424ACSA,424ACSAH,4,24,D2,C,ACSA,H,25.41,507.11,5.07,0.00050710772574,0.000126776931435,1.2678,180,alive,116.72,321.29,204.563091924585
424ACSA,424ACSAH,4,24,D3,C,ACSA,H,27.09,576.38,5.76,0.00057638000574,0.000144095001435,1.4410,221,alive,135.35,386.20,250.852628127907
424ACSA,424ACSAH,4,24,D4,C,ACSA,H,18.9,280.55,2.81,0.000280552734,7.01381835E-05,0.7014,187,alive,58.87,137.22,78.3443851767471
424ACSA,424ACSAH,4,24,D5,C,ACSA,H,27.19,580.64,5.81,0.00058064315694,0.000145160789235,1.4516,231,alive,136.51,390.31,253.806496074446
424ACSA,424ACSAH,4,24,D6,C,ACSA,H,23.33,427.48,4.27,0.00042748450206,0.000106871125515,1.0687,201,alive,95.81,251.35,155.545655568608
424ACSA,424ACSAH,4,24,E2,C,ACSA,H,25.36,505.11,5.05,0.00050511398784,0.00012627849696,1.2628,194,alive,116.19,319.47,203.279657946479
424ACSA,424ACSAH,4,24,E3,C,ACSA,H,3.89,11.88,0.12,1.188475134E-05,2.971187835E-06,0.0297,26,alive,1.52,1.46,-0.062892452243385
424ACSA,424ACSAH,4,24,E4,C,ACSA,H,20.03,315.10,3.15,0.00031510318686,7.8775796715E-05,0.7878,210,alive,67.33,162.14,94.8095478077681
424ACSA,424ACSAH,4,24,E5,C,ACSA,H,32.09,808.78,8.09,0.00080877986574,0.000202194966435,2.0219,228,alive,200.24,628.43,428.187304117918
424ACSA,424ACSAH,4,24,E6,C,ACSA,H,25.71,519.15,5.19,0.00051915262014,0.000129788155035,1.2979,202,alive,119.93,332.31,212.376018035156
424ACSA,424ACSAH,4,24,F2,C,ACSA,H,32.68,838.79,8.39,0.00083879337696,0.00020969834424,2.0970,228,alive,208.86,662.22,453.357686272828
424ACSA,424ACSAH,4,24,F3,C,ACSA,H,23.05,417.28,4.17,0.0004172849835,0.000104321245875,1.0432,232,alive,93.17,242.78,149.609753940869
424ACSA,424ACSAH,4,24,F4,C,ACSA,H,32.28,818.39,8.18,0.00081838554336,0.00020459638584,2.0460,247,alive,202.99,639.18,436.189674687132
424ACSA,424ACSAH,4,24,F5,C,ACSA,H,25.79,522.39,5.22,0.00052238846814,0.000130597117035,1.3060,213,alive,120.80,335.29,214.492171169386
424ACSA,424ACSAH,4,24,F6,C,ACSA,H,33.25,868.31,8.68,0.0008683087875,0.000217077196875,2.1708,236,alive,217.38,695.96,478.582893863264
51PIST,51PISTL,5,1,B2,C,PIST,L,0,0.00,0.00,0,0,0.0000,0,dead,0.00,0.00,0
51PIST,51PISTL,5,1,B3,C,PIST,L,28.78,650.54,6.51,0.00065053770936,0.00016263442734,1.6263,117,alive,137.12,255.90,118.776986121128
51PIST,51PISTL,5,1,B4,C,PIST,L,43.19,1465.07,14.65,0.00146506638894,0.000366266597235,3.6627,202,alive,348.27,712.80,364.52324810709
51PIST,51PISTL,5,1,B5,C,PIST,L,42.06,1389.41,13.89,0.00138940684344,0.00034735171086,3.4735,190,alive,327.70,666.67,338.962997810077
51PIST,51PISTL,5,1,B6,C,PIST,L,30.11,712.05,7.12,0.00071205314334,0.000178013285835,1.7801,174,alive,152.11,286.80,134.691333568569
51PIST,51PISTL,5,1,C2,C,PIST,L,46.82,1721.69,17.22,0.00172168507896,0.00043042126974,4.3042,256,alive,419.18,873.80,454.624968089166
51PIST,51PISTL,5,1,C3,C,PIST,L,54.2,2307.22,23.07,0.002307222456,0.000576805614,5.7681,232,alive,586.63,1264.25,677.622850957973
51PIST,51PISTL,5,1,C4,C,PIST,L,38.71,1176.89,11.77,0.00117689370414,0.000294223426035,2.9422,234,alive,270.84,540.68,269.843476549388
51PIST,51PISTL,5,1,C5,C,PIST,L,39.19,1206.26,12.06,0.00120626138094,0.000301565345235,3.0157,216,alive,278.61,557.76,279.149335579561
51PIST,51PISTL,5,1,C6,C,PIST,L,18.81,277.89,2.78,0.00027788716494,6.9471791235E-05,0.6947,78,alive,51.64,87.49,35.8481665543246
51PIST,51PISTL,5,1,D2,C,PIST,L,35.77,1004.91,10.05,0.00100491372366,0.000251228430915,2.5123,251,alive,225.91,442.97,217.054466524416
51PIST,51PISTL,5,1,D3,C,PIST,L,40.72,1302.29,13.02,0.00130228619136,0.00032557154784,3.2557,192,alive,304.22,614.36,310.136431949817
51PIST,51PISTL,5,1,D4,C,PIST,L,48.27,1829.98,18.30,0.00182997642366,0.000457494105915,4.5749,223,alive,449.58,943.71,494.128002050452
51PIST,51PISTL,5,1,D5,C,PIST,L,36.19,1028.65,10.29,0.00102865102494,0.000257162756235,2.5716,211,alive,232.05,456.21,224.160519720522
51PIST,51PISTL,5,1,D6,C,PIST,L,40,1256.64,12.57,0.00125664,0.00031416,3.1416,213,alive,292.01,587.31,295.30123965541
51PIST,51PISTL,5,1,E2,C,PIST,L,41.06,1324.12,13.24,0.00132412439544,0.00033103109886,3.3103,238,alive,310.09,627.39,317.299923237357
51PIST,51PISTL,5,1,E3,C,PIST,L,0,0.00,0.00,0,0,0.0000,0,dead,0.00,0.00,0
51PIST,51PISTL,5,1,E4,C,PIST,L,34.25,921.32,9.21,0.0009213232875,0.000230330821875,2.3033,131,alive,204.47,396.99,192.516921693718
51PIST,51PISTL,5,1,E5,C,PIST,L,33.94,904.72,9.05,0.00090472079544,0.00022618019886,2.2618,178,alive,200.25,387.99,187.736242290508
51PIST,51PISTL,5,1,E6,C,PIST,L,39,1194.59,11.95,0.0011945934,0.00029864835,2.9865,229,alive,275.52,550.96,275.442262023014
51PIST,51PISTL,5,1,F2,C,PIST,L,41.83,1374.25,13.74,0.00137425278606,0.000343563196515,3.4356,197,alive,323.60,657.50,333.901520693454
51PIST,51PISTL,5,1,F3,C,PIST,L,37.84,1124.59,11.25,0.00112458724224,0.00028114681056,2.8115,244,alive,257.06,510.54,253.474293637717
51PIST,51PISTL,5,1,F4,C,PIST,L,32.32,820.42,8.20,0.00082041501696,0.00020510375424,2.0510,174,alive,178.98,342.94,163.958407347298
51PIST,51PISTL,5,1,F5,C,PIST,L,47.52,1773.55,17.74,0.00177355132416,0.00044338783104,4.4339,222,alive,433.71,907.15,473.43993961753
51PIST,51PISTL,5,1,F6,C,PIST,L,32.95,852.71,8.53,0.0008527107435,0.000213177685875,2.1318,191,alive,187.09,360.06,172.96705788021
54QURU,54QURUL,5,4,B2,C,QURU,L,28.71,647.38,6.47,0.00064737702414,0.000161844256035,1.6184,207,alive,147.60,521.93,374.336724494592
54QURU,54QURUL,5,4,B3,C,QURU,L,23.33,427.48,4.27,0.00042748450206,0.000106871125515,1.0687,203,alive,99.21,314.57,215.362288878746
54QURU,54QURUL,5,4,B4,C,QURU,L,17.82,249.41,2.49,0.00024940565496,6.235141374E-05,0.6235,181,alive,59.23,163.01,103.778711455058
54QURU,54QURUL,5,4,B5,C,QURU,L,31.79,793.73,7.94,0.00079372846014,0.000198432115035,1.9843,221,alive,179.39,669.28,489.885572197188
54QURU,54QURUL,5,4,B6,C,QURU,L,27.43,590.94,5.91,0.00059093880846,0.000147734702115,1.4773,215,alive,135.26,466.96,331.708051994821
54QURU,54QURUL,5,4,C2,C,QURU,L,26.91,568.75,5.69,0.00056874591774,0.000142186479435,1.4219,237,alive,130.39,445.66,315.26773866636
54QURU,54QURUL,5,4,C3,C,QURU,L,23.69,440.78,4.41,0.00044077912494,0.000110194781235,1.1019,203,alive,102.16,326.55,224.38708781471
54QURU,54QURUL,5,4,C4,C,QURU,L,31.23,766.01,7.66,0.00076601075166,0.000191502687915,1.9150,261,alive,173.39,640.87,467.482653142429
54QURU,54QURUL,5,4,C5,C,QURU,L,37.26,1090.38,10.90,0.00109037678904,0.00027259419726,2.7259,239,alive,243.12,985.96,742.839235644237
54QURU,54QURUL,5,4,C6,C,QURU,L,18.91,280.85,2.81,0.00028084969374,7.0212423435E-05,0.7021,96,alive,66.36,188.42,122.059727191585
54QURU,54QURUL,5,4,D2,C,QURU,L,16.94,225.38,2.25,0.00022538121144,5.634530286E-05,0.5635,93,alive,53.76,144.06,90.3029075557739
54QURU,54QURUL,5,4,D3,C,QURU,L,28.44,635.26,6.35,0.00063525790944,0.00015881447736,1.5881,222,alive,144.95,510.04,365.086579191116
54QURU,54QURUL,5,4,D4,C,QURU,L,24.91,487.35,4.87,0.00048734706174,0.000121836765435,1.2184,175,alive,112.47,369.11,256.645299872939
54QURU,54QURUL,5,4,D5,C,QURU,L,16.52,214.34,2.14,0.00021434382816,5.358595704E-05,0.5359,155,alive,51.23,135.50,84.2652918837575
54QURU,54QURUL,5,4,D6,C,QURU,L,15.57,190.40,1.90,0.00019040051646,4.7600129115E-05,0.4760,167,alive,45.74,117.27,71.524637971355
54QURU,54QURUL,5,4,E2,C,QURU,L,24.08,455.41,4.55,0.00045541136256,0.00011385284064,1.1385,204,alive,105.40,339.82,234.416425599245
54QURU,54QURUL,5,4,E3,C,QURU,L,27.86,609.61,6.10,0.00060961145784,0.00015240286446,1.5240,225,alive,139.34,485.03,345.683863284426
54QURU,54QURUL,5,4,E4,C,QURU,L,24.8,483.05,4.83,0.000483052416,0.000120763104,1.2076,192,alive,111.52,365.15,253.629568509726
54QURU,54QURUL,5,4,E5,C,QURU,L,20.34,324.93,3.25,0.00032493223224,8.123305806E-05,0.8123,232,alive,76.30,225.10,148.80258915215
54QURU,54QURUL,5,4,E6,C,QURU,L,29.31,674.72,6.75,0.00067471836894,0.000168679592235,1.6868,214,alive,153.56,548.95,395.392529260901
54QURU,54QURUL,5,4,F2,C,QURU,L,24.89,486.56,4.87,0.00048656480334,0.000121641200835,1.2164,209,alive,112.29,368.39,256.095390880422
54QURU,54QURUL,5,4,F3,C,QURU,L,28.24,626.35,6.26,0.00062635461504,0.00015658865376,1.5659,265,alive,143.00,501.33,358.324056901721
54QURU,54QURUL,5,4,F4,C,QURU,L,31.18,763.56,7.64,0.00076355991096,0.00019088997774,1.9089,230,alive,172.86,638.37,465.51294481982
54QURU,54QURUL,5,4,F5,C,QURU,L,27.63,599.59,6.00,0.00059958763326,0.000149896908315,1.4990,256,alive,137.15,475.31,338.165334695535
54QURU,54QURUL,5,4,F6,C,QURU,L,37.85,1125.18,11.25,0.0011251817115,0.000281295427875,2.8130,257,alive,250.54,1024.49,773.946612817874
57BEPA,57BEPAL,5,7,B2,C,BEPA,L,21.29,355.99,3.56,0.00035599362414,8.8998406035E-05,0.8900,230,alive,66.62,217.91,151.293250284734
57BEPA,57BEPAL,5,7,B3,C,BEPA,L,24.54,472.98,4.73,0.00047297699064,0.00011824424766,1.1824,338,alive,89.18,303.18,214.006315859942
57BEPA,57BEPAL,5,7,B4,C,BEPA,L,32.98,854.26,8.54,0.00085426418616,0.00021356604654,2.1357,385,alive,163.62,602.76,439.136182250924
57BEPA,57BEPAL,5,7,B5,C,BEPA,L,25.95,528.89,5.29,0.0005288903235,0.000132222580875,1.3222,321,alive,100.02,345.23,245.214459658631
57BEPA,57BEPAL,5,7,B6,C,BEPA,L,34.02,908.99,9.09,0.00090899085816,0.00022724771454,2.2725,372,alive,174.39,647.87,473.479112706096
57BEPA,57BEPAL,5,7,C2,C,BEPA,L,47.39,1763.86,17.64,0.00176386082334,0.000440965205835,4.4097,419,alive,344.42,1400.02,1055.6001319424
57BEPA,57BEPAL,5,7,C3,C,BEPA,L,19.85,309.47,3.09,0.0003094652715,7.7366317875E-05,0.7737,331,alive,57.69,185.17,127.47562711248
57BEPA,57BEPAL,5,7,C4,C,BEPA,L,32.62,835.72,8.36,0.00083571617976,0.00020892904494,2.0893,369,alive,159.97,587.57,427.597250716798
57BEPA,57BEPAL,5,7,C5,C,BEPA,L,44.87,1581.26,15.81,0.00158125909326,0.000395314773315,3.9531,451,alive,307.86,1233.01,925.145041052527
57BEPA,57BEPAL,5,7,C6,C,BEPA,L,28.46,636.15,6.36,0.00063615169464,0.00015903792366,1.5904,361,alive,120.89,427.88,306.989778039599
57BEPA,57BEPAL,5,7,D2,C,BEPA,L,31.5,779.31,7.79,0.00077931315,0.0001948282875,1.9483,339,alive,148.90,541.73,392.834815379825
57BEPA,57BEPAL,5,7,D3,C,BEPA,L,27.31,585.78,5.86,0.00058577967294,0.000146444918235,1.4644,408,alive,111.08,388.76,277.683996644482
57BEPA,57BEPAL,5,7,D4,C,BEPA,L,39.04,1197.05,11.97,0.00119704510464,0.00029926127616,2.9926,421,alive,231.34,892.17,660.828455909359
57BEPA,57BEPAL,5,7,D5,C,BEPA,L,18.85,279.07,2.79,0.0002790702915,6.9767572875E-05,0.6977,240,alive,51.88,164.20,112.318881825844
57BEPA,57BEPAL,5,7,D6,C,BEPA,L,24.67,478.00,4.78,0.00047800143006,0.000119500357515,1.1950,376,alive,90.15,306.93,216.780473763221
57BEPA,57BEPAL,5,7,E2,C,BEPA,L,20.88,342.41,3.42,0.00034241429376,8.560357344E-05,0.8560,288,alive,64.01,208.28,144.269213453376
57BEPA,57BEPAL,5,7,E3,C,BEPA,L,29.78,696.53,6.97,0.00069653073336,0.00017413268334,1.7413,345,alive,132.69,475.44,342.755173335019
57BEPA,57BEPAL,5,7,E4,C,BEPA,L,46.88,1726.10,17.26,0.00172610059776,0.00043152514944,4.3153,448,alive,336.85,1365.24,1028.39119461358
57BEPA,57BEPAL,5,7,E5,C,BEPA,L,45.05,1593.97,15.94,0.0015939712635,0.000398492815875,3.9849,434,alive,310.40,1244.54,934.133221962707
57BEPA,57BEPAL,5,7,E6,C,BEPA,L,29.09,664.63,6.65,0.00066462754974,0.000166156887435,1.6616,342,alive,126.45,450.22,323.773672955546
57BEPA,57BEPAL,5,7,F2,C,BEPA,L,22.14,384.99,3.85,0.00038498705784,9.624676446E-05,0.9625,331,alive,72.19,238.67,166.479592119984
57BEPA,57BEPAL,5,7,F3,C,BEPA,L,25.9,526.85,5.27,0.000526854174,0.0001317135435,1.3171,347,alive,99.62,343.69,244.065348435641
57BEPA,57BEPAL,5,7,F4,C,BEPA,L,24.36,466.06,4.66,0.00046606389984,0.00011651597496,1.1652,280,alive,87.84,298.04,210.199486663569
57BEPA,57BEPAL,5,7,F5,C,BEPA,L,24.78,482.27,4.82,0.00048227361336,0.00012056840334,1.2057,360,alive,90.98,310.12,219.144108601251
57BEPA,57BEPAL,5,7,F6,C,BEPA,L,20.39,326.53,3.27,0.00032653169934,8.1632924835E-05,0.8163,293,alive,60.96,197.09,136.128890888399
513LALA,513LALAL,5,13,B2,C,LALA,L,35.94,1014.49,10.14,0.00101448829944,0.00025362207486,2.5362,400,alive,173.74,564.96,391.219760363772
513LALA,513LALAL,5,13,B3,C,LALA,L,48.93,1880.36,18.80,0.00188036140446,0.000470090351115,4.7009,489,alive,340.17,1308.26,968.084135974451
513LALA,513LALAL,5,13,B4,C,LALA,L,37.44,1100.94,11.01,0.00110093727744,0.00027523431936,2.7523,378,alive,189.92,631.46,441.539933123301
513LALA,513LALAL,5,13,B5,C,LALA,L,39.02,1195.82,11.96,0.00119581893816,0.00029895473454,2.9895,408,alive,207.81,706.65,498.83619690862
513LALA,513LALAL,5,13,B6,C,LALA,L,61.19,2940.71,29.41,0.00294070732494,0.000735176831235,7.3518,436,alive,553.55,2404.17,1850.61981483827
513LALA,513LALAL,5,13,C2,C,LALA,L,39.15,1203.80,12.04,0.0012038002515,0.000300950062875,3.0095,353,alive,209.32,713.07,503.751150635274
513LALA,513LALAL,5,13,C3,C,LALA,L,41.6,1359.18,13.59,0.001359181824,0.000339795456,3.3980,439,alive,238.90,841.16,602.254976454214
513LALA,513LALAL,5,13,C4,C,LALA,L,32,804.25,8.04,0.0008042496,0.0002010624,2.0106,312,alive,134.93,411.89,276.962771493093
513LALA,513LALAL,5,13,C5,C,LALA,L,30.43,727.27,7.27,0.00072726854046,0.000181817135115,1.8182,363,alive,120.93,359.19,238.261042977514
